 	X	Y	XM	YM
1	321.386	253.264	321.204	253.301
2	321.339	253.266	321.154	253.301
3	321.318	253.247	321.133	253.281
4	321.303	253.300	321.119	253.337
5	321.147	253.255	320.955	253.284
6	321.149	253.223	320.971	253.255
7	321.254	253.244	321.068	253.280
8	321.273	253.300	321.090	253.325
9	321.407	253.419	321.227	253.452
10	321.242	253.577	321.062	253.606
11	321.125	253.417	320.936	253.456
12	321.265	253.383	321.085	253.413
13	321.215	253.253	321.037	253.281
14	321.184	253.211	321.009	253.243
15	321.140	253.174	320.962	253.204
16	321.144	253.181	320.972	253.215
17	321.033	253.190	320.857	253.223
18	321.124	253.250	320.935	253.288
19	321.116	253.207	320.934	253.238
20	321.140	253.180	320.958	253.207
21	321.175	253.243	320.997	253.277
22	321.082	253.362	320.899	253.385
23	321.099	253.528	320.921	253.561
24	321.213	253.697	321.031	253.735
25	321.323	253.692	321.143	253.729
26	321.240	253.625	321.054	253.665
27	321.437	253.539	321.257	253.579
28	321.283	253.521	321.095	253.556
29	321.344	253.477	321.160	253.524
30	321.327	253.601	321.150	253.647
31	321.398	253.639	321.216	253.675
32	321.322	253.584	321.142	253.627
33	321.209	253.486	321.029	253.527
34	321.175	253.544	320.993	253.586
35	321.257	253.490	321.077	253.524
36	321.210	253.509	321.024	253.553
37	321.287	253.615	321.100	253.653
38	321.405	253.530	321.223	253.566
39	321.251	253.661	321.060	253.699
40	321.236	253.656	321.050	253.690
41	321.258	253.666	321.069	253.705
42	321.256	253.539	321.057	253.581
43	321.244	253.632	321.054	253.681
44	321.408	253.539	321.229	253.590
45	321.422	253.513	321.237	253.552
46	321.475	253.634	321.291	253.676
47	321.484	253.702	321.300	253.752
48	321.425	253.730	321.233	253.784
49	321.415	253.812	321.229	253.859
50	321.502	253.807	321.313	253.847
51	321.526	253.947	321.339	253.984
52	321.412	254.041	321.224	254.086
53	321.434	253.904	321.249	253.947
54	321.538	253.952	321.356	253.993
55	321.498	253.805	321.319	253.847
56	321.417	253.914	321.234	253.954
57	321.421	253.972	321.239	254.025
58	321.374	253.937	321.194	253.977
59	321.358	253.940	321.179	253.978
60	321.463	254.028	321.278	254.066
61	321.408	253.952	321.229	253.991
62	321.389	254.054	321.217	254.098
63	321.391	254.097	321.210	254.134
64	321.366	254.115	321.183	254.157
65	321.312	254.208	321.140	254.247
66	321.341	254.247	321.166	254.294
67	321.357	254.240	321.178	254.278
68	321.292	254.143	321.129	254.191
69	321.360	253.975	321.192	254.012
70	321.360	253.995	321.183	254.043
71	321.418	253.948	321.250	253.992
72	321.364	253.927	321.186	253.970
73	321.413	253.898	321.256	253.947
74	321.325	254.028	321.161	254.086
75	321.290	254.073	321.125	254.121
76	321.312	254.111	321.147	254.158
77	321.365	254.140	321.192	254.191
78	321.491	254.140	321.315	254.185
79	321.536	254.325	321.360	254.368
80	321.429	254.341	321.259	254.385
81	321.420	254.388	321.246	254.424
82	321.497	254.392	321.328	254.439
83	321.646	254.352	321.481	254.394
84	321.451	254.374	321.281	254.415
85	321.453	254.320	321.277	254.364
86	321.395	254.315	321.226	254.356
87	321.418	254.229	321.244	254.278
88	321.373	254.182	321.203	254.219
89	321.391	254.078	321.218	254.119
90	321.318	254.070	321.145	254.110
91	321.391	254.228	321.210	254.274
92	321.317	254.298	321.143	254.334
93	321.298	254.264	321.139	254.303
94	321.281	254.187	321.110	254.227
95	321.256	254.365	321.094	254.406
96	321.261	254.345	321.093	254.390
97	321.333	254.269	321.174	254.305
98	321.404	254.250	321.241	254.284
99	321.320	254.198	321.145	254.247
100	321.277	254.128	321.106	254.169
101	321.167	254.071	320.995	254.100
102	321.091	254.015	320.922	254.053
103	321.184	254.155	321.017	254.199
104	321.212	254.287	321.040	254.326
105	321.070	254.291	320.903	254.330
106	321.114	254.281	320.947	254.322
107	321.128	254.380	320.959	254.423
108	321.175	254.522	321.005	254.566
109	321.289	254.408	321.111	254.439
110	321.263	254.475	321.086	254.510
111	321.321	254.557	321.146	254.596
112	321.330	254.463	321.153	254.501
113	321.395	254.380	321.216	254.411
114	321.393	254.314	321.210	254.355
115	321.538	254.230	321.367	254.273
116	321.482	254.193	321.296	254.227
117	321.387	254.062	321.210	254.098
118	321.359	254.125	321.187	254.167
119	321.345	254.006	321.169	254.037
120	321.323	254.038	321.144	254.063
121	321.354	254.033	321.181	254.053
122	321.320	254.183	321.150	254.214
123	321.250	254.149	321.074	254.184
124	321.389	254.113	321.213	254.154
125	321.457	254.202	321.279	254.238
126	321.429	254.082	321.243	254.111
127	321.416	254.194	321.242	254.236
128	321.301	254.114	321.120	254.147
129	321.211	254.324	321.043	254.358
130	321.247	254.175	321.079	254.210
131	321.223	254.140	321.046	254.178
132	321.375	254.107	321.196	254.140
133	321.422	254.115	321.248	254.147
134	321.392	254.179	321.216	254.209
135	321.278	254.113	321.104	254.136
136	321.248	254.300	321.077	254.329
137	321.228	254.252	321.060	254.278
138	321.163	254.302	320.984	254.333
139	321.161	254.322	320.996	254.355
140	321.187	254.303	321.019	254.336
141	321.123	254.345	320.956	254.376
142	321.193	254.400	321.017	254.431
143	321.235	254.367	321.061	254.404
144	321.360	254.385	321.199	254.418
145	321.353	254.610	321.184	254.643
146	321.256	254.601	321.090	254.637
147	321.400	254.634	321.235	254.667
148	321.437	254.786	321.273	254.816
149	321.290	254.984	321.118	255.021
150	321.323	254.978	321.147	255.014
151	321.312	254.892	321.138	254.930
152	321.293	254.835	321.108	254.877
153	321.540	254.830	321.364	254.862
154	321.684	254.749	321.508	254.789
155	321.729	254.726	321.553	254.757
156	321.630	254.706	321.459	254.742
157	321.740	254.695	321.566	254.722
158	321.705	254.612	321.529	254.650
159	321.591	254.726	321.413	254.765
160	321.608	254.768	321.432	254.794
161	321.503	254.735	321.327	254.776
162	321.559	254.690	321.377	254.723
163	321.570	254.683	321.389	254.720
164	321.563	254.782	321.377	254.817
165	321.698	254.731	321.516	254.755
166	321.704	254.601	321.533	254.637
167	321.651	254.574	321.473	254.593
168	321.754	254.735	321.578	254.762
169	321.609	254.885	321.429	254.908
170	321.597	254.972	321.415	255.001
171	321.570	255.014	321.389	255.048
