 	X	Y	XM	YM
1	321.355	253.759	321.186	253.795
2	321.406	253.907	321.236	253.962
3	321.410	253.856	321.243	253.899
4	321.477	253.935	321.305	253.980
5	321.433	253.883	321.261	253.923
6	321.397	254.042	321.231	254.084
7	321.374	254.178	321.194	254.220
8	321.352	254.222	321.181	254.261
9	321.356	254.226	321.185	254.273
10	321.440	254.363	321.259	254.398
11	321.473	254.429	321.304	254.469
12	321.477	254.262	321.301	254.303
13	321.334	254.217	321.151	254.260
14	321.381	254.112	321.203	254.153
15	321.325	254.103	321.145	254.137
16	321.331	254.294	321.165	254.336
17	321.583	254.231	321.404	254.270
18	321.729	254.315	321.559	254.366
19	321.630	254.353	321.453	254.391
20	321.613	254.325	321.441	254.365
21	321.636	254.319	321.458	254.361
22	321.822	254.141	321.645	254.192
23	321.915	254.119	321.738	254.163
24	321.720	254.092	321.542	254.133
25	321.946	254.144	321.766	254.186
26	321.807	253.931	321.634	253.972
27	321.796	253.954	321.624	254.000
28	321.898	253.929	321.717	253.979
29	322.063	254.045	321.883	254.097
30	322.138	254.039	321.957	254.086
31	322.087	254.084	321.910	254.130
32	322.181	254.116	321.993	254.169
33	322.124	254.103	321.944	254.146
34	321.942	254.184	321.763	254.218
35	321.969	254.122	321.782	254.160
36	321.924	254.133	321.737	254.179
37	321.987	254.160	321.803	254.206
38	321.946	254.122	321.759	254.158
39	322.058	253.859	321.880	253.909
40	322.038	253.799	321.847	253.841
41	322.117	253.703	321.933	253.742
42	322.183	253.509	322.002	253.553
43	322.241	253.604	322.052	253.640
44	322.229	253.722	322.039	253.766
45	322.295	253.628	322.110	253.659
46	322.148	253.744	321.962	253.784
47	322.072	253.773	321.887	253.815
48	322.203	253.738	322.019	253.786
49	322.291	253.623	322.101	253.658
50	322.190	253.924	322.005	253.966
51	322.176	253.974	321.999	254.016
52	322.018	254.023	321.841	254.062
53	322.022	253.957	321.840	253.994
54	322.024	253.916	321.841	253.948
55	321.926	253.957	321.750	253.989
56	321.776	253.963	321.595	253.998
57	321.855	253.931	321.673	253.968
58	321.786	254.073	321.609	254.101
59	321.802	254.102	321.620	254.141
60	321.798	254.107	321.624	254.145
61	321.666	254.110	321.482	254.149
62	321.557	254.144	321.376	254.183
63	321.578	254.069	321.396	254.108
64	321.812	253.920	321.634	253.960
65	321.798	253.977	321.614	254.016
66	321.943	254.018	321.768	254.056
67	321.906	253.998	321.731	254.034
68	321.832	254.093	321.653	254.130
69	321.678	254.242	321.497	254.287
70	321.720	254.244	321.532	254.280
71	321.814	254.301	321.636	254.338
72	321.660	254.380	321.476	254.409
73	321.707	254.437	321.533	254.474
74	321.867	254.348	321.683	254.391
75	321.813	254.544	321.625	254.576
76	321.913	254.467	321.735	254.507
77	321.723	254.519	321.539	254.560
