 	X	Y	XM	YM
1	323.147	254.750	322.896	254.748
2	323.153	254.636	322.908	254.637
3	323.060	254.624	322.827	254.622
4	323.082	254.513	322.836	254.507
5	323.026	254.528	322.783	254.526
6	323.152	254.600	322.904	254.602
7	323.139	254.827	322.895	254.829
8	323.144	254.826	322.894	254.837
9	323.191	254.771	322.940	254.778
10	323.025	254.799	322.774	254.795
11	323.071	254.768	322.825	254.774
12	323.055	254.670	322.805	254.680
13	322.907	254.546	322.652	254.555
14	322.914	254.525	322.663	254.538
15	322.981	254.430	322.723	254.439
16	323.009	254.448	322.755	254.464
17	323.034	254.398	322.781	254.409
18	323.045	254.373	322.787	254.380
19	323.069	254.254	322.812	254.260
20	322.975	254.242	322.721	254.241
21	322.931	254.205	322.679	254.210
22	322.895	254.146	322.638	254.151
23	322.912	254.103	322.658	254.104
24	323.021	254.105	322.769	254.126
25	322.875	254.217	322.625	254.224
26	322.774	254.091	322.517	254.095
27	322.925	254.146	322.670	254.145
28	322.920	254.100	322.665	254.109
29	322.836	254.174	322.569	254.175
30	322.906	254.100	322.649	254.099
31	322.876	254.123	322.610	254.131
32	322.881	254.110	322.617	254.117
33	322.954	254.122	322.693	254.122
34	322.839	254.201	322.573	254.206
35	322.867	254.142	322.605	254.138
36	322.879	254.066	322.617	254.078
37	322.785	254.092	322.525	254.086
38	322.768	254.040	322.511	254.042
39	322.711	254.038	322.453	254.041
40	322.605	254.022	322.339	254.025
41	322.608	254.148	322.344	254.155
42	322.601	254.096	322.342	254.094
43	322.547	254.128	322.295	254.131
44	322.570	254.025	322.312	254.029
45	322.492	253.899	322.239	253.893
46	322.411	253.810	322.157	253.803
47	322.350	253.829	322.089	253.827
48	322.368	253.877	322.112	253.885
49	322.229	253.912	321.974	253.916
50	322.246	253.862	321.988	253.861
51	322.227	253.782	321.967	253.782
52	322.143	253.763	321.891	253.757
53	322.125	253.678	321.866	253.678
54	322.138	253.853	321.878	253.844
55	322.068	253.658	321.818	253.659
56	321.899	253.682	321.646	253.680
57	321.949	253.545	321.684	253.534
58	321.921	253.531	321.666	253.527
59	321.937	253.468	321.681	253.458
60	321.974	253.470	321.719	253.460
61	322.104	253.479	321.844	253.471
62	322.074	253.481	321.812	253.474
63	322.214	253.240	321.953	253.242
64	322.232	253.278	321.969	253.269
65	322.160	253.258	321.898	253.259
66	322.250	253.399	321.993	253.401
67	322.269	253.507	322.010	253.501
68	322.258	253.573	321.996	253.568
69	322.042	253.511	321.776	253.507
70	322.146	253.550	321.881	253.548
71	322.152	253.565	321.894	253.556
72	322.042	253.687	321.773	253.680
73	322.120	253.576	321.860	253.564
74	322.173	253.601	321.914	253.593
75	322.279	253.484	322.019	253.476
76	322.247	253.383	321.990	253.382
77	322.313	253.365	322.060	253.356
78	322.398	253.445	322.137	253.443
79	322.289	253.433	322.026	253.426
80	322.239	253.445	321.988	253.446
81	322.237	253.515	321.994	253.504
82	322.215	253.441	321.954	253.434
83	322.273	253.464	322.014	253.459
84	322.210	253.622	321.951	253.606
85	322.254	253.712	321.999	253.696
86	322.411	253.766	322.151	253.763
87	322.365	253.765	322.114	253.760
88	322.356	253.868	322.093	253.851
89	322.416	253.861	322.158	253.850
90	322.423	253.732	322.173	253.724
91	322.436	253.827	322.180	253.814
92	322.482	253.741	322.226	253.737
93	322.580	253.705	322.318	253.707
94	322.572	253.637	322.314	253.631
95	322.581	253.638	322.323	253.635
96	322.569	253.607	322.317	253.604
97	322.542	253.589	322.281	253.579
98	322.598	253.719	322.338	253.715
99	322.577	253.575	322.315	253.565
100	322.654	253.564	322.394	253.556
101	322.718	253.538	322.451	253.534
102	322.530	253.506	322.267	253.492
103	322.602	253.489	322.340	253.486
104	322.565	253.554	322.307	253.554
105	322.569	253.566	322.304	253.555
106	322.602	253.552	322.334	253.542
107	322.576	253.678	322.317	253.670
108	322.509	253.769	322.249	253.750
109	322.462	253.744	322.201	253.742
110	322.416	253.730	322.156	253.723
111	322.280	253.952	322.026	253.937
112	322.295	254.002	322.046	253.997
113	322.254	253.975	321.997	253.971
114	322.429	254.046	322.176	254.036
115	322.511	253.947	322.263	253.933
116	322.508	253.927	322.262	253.914
117	322.480	253.878	322.226	253.871
118	322.372	253.890	322.119	253.874
119	322.506	253.762	322.256	253.755
120	322.576	253.676	322.318	253.666
121	322.574	253.662	322.320	253.656
122	322.539	253.707	322.279	253.697
123	322.496	253.640	322.241	253.618
124	322.602	253.694	322.350	253.689
125	322.558	253.612	322.300	253.600
126	322.619	253.720	322.362	253.704
127	322.558	253.694	322.301	253.677
128	322.638	253.757	322.381	253.749
129	322.601	253.822	322.349	253.802
130	322.496	253.742	322.238	253.724
131	322.613	253.699	322.357	253.690
132	322.591	253.874	322.331	253.862
133	322.534	253.755	322.269	253.747
134	322.567	253.843	322.302	253.828
135	322.638	253.881	322.383	253.867
136	322.737	253.818	322.487	253.804
137	322.571	253.893	322.303	253.883
138	322.511	253.979	322.246	253.961
