 	X	Y	XM	YM
1	322.791	253.301	322.666	253.306
2	322.792	253.309	322.669	253.323
3	323.099	253.296	322.979	253.296
4	322.898	253.321	322.770	253.328
5	322.831	253.290	322.697	253.291
6	322.845	253.353	322.721	253.367
7	322.651	253.463	322.531	253.466
8	322.771	253.447	322.642	253.442
9	322.827	253.506	322.698	253.515
10	322.802	253.466	322.675	253.469
11	322.755	253.455	322.632	253.471
12	322.764	253.564	322.641	253.570
13	322.542	253.564	322.415	253.572
14	322.626	253.497	322.493	253.505
15	322.457	253.478	322.319	253.487
16	322.562	253.339	322.428	253.353
17	322.416	253.264	322.277	253.267
18	322.612	253.135	322.475	253.141
19	322.708	252.943	322.569	252.958
20	322.595	252.934	322.467	252.944
21	322.495	252.975	322.344	252.980
22	322.459	253.029	322.320	253.028
23	322.645	253.112	322.506	253.118
24	322.704	253.141	322.565	253.151
25	322.665	253.268	322.528	253.274
26	322.880	253.401	322.748	253.406
27	322.714	253.309	322.572	253.317
28	322.582	253.307	322.442	253.313
29	322.682	253.112	322.532	253.124
30	322.595	253.073	322.462	253.078
31	322.687	253.001	322.549	253.008
32	322.696	253.180	322.551	253.192
33	322.783	253.097	322.629	253.101
34	322.630	253.030	322.488	253.033
35	322.673	253.063	322.523	253.072
36	322.676	253.220	322.527	253.223
37	322.823	253.379	322.680	253.379
38	322.678	253.459	322.523	253.455
39	322.671	253.559	322.523	253.552
40	322.587	253.624	322.450	253.620
41	322.566	253.554	322.415	253.553
42	322.555	253.552	322.410	253.547
43	322.526	253.423	322.379	253.430
44	322.574	253.319	322.429	253.321
45	322.673	253.409	322.532	253.425
46	322.508	253.330	322.361	253.339
47	322.632	253.367	322.481	253.367
48	322.479	253.487	322.330	253.488
49	322.603	253.498	322.460	253.508
50	322.542	253.466	322.381	253.469
51	322.461	253.447	322.318	253.439
52	322.417	253.354	322.265	253.357
53	322.444	253.332	322.287	253.336
54	322.338	253.455	322.189	253.468
55	322.214	253.526	322.063	253.539
56	322.171	253.572	322.022	253.572
57	322.241	253.618	322.091	253.633
58	322.244	253.738	322.100	253.758
59	322.265	253.716	322.123	253.717
60	322.150	253.764	322.006	253.773
61	322.037	253.803	321.888	253.811
62	321.799	253.731	321.646	253.735
63	321.929	253.797	321.781	253.811
64	321.968	253.591	321.818	253.599
65	322.049	253.776	321.903	253.781
66	321.938	253.666	321.782	253.663
67	322.121	253.731	321.974	253.724
68	322.039	253.627	321.893	253.630
69	321.963	253.611	321.813	253.619
70	321.973	253.543	321.821	253.537
71	321.972	253.541	321.827	253.540
72	321.935	253.521	321.783	253.521
73	321.978	253.458	321.842	253.464
74	321.820	253.601	321.672	253.606
75	321.750	253.498	321.594	253.494
76	321.801	253.511	321.650	253.514
77	321.856	253.596	321.715	253.591
78	321.804	253.639	321.658	253.636
79	321.799	253.495	321.660	253.507
80	321.808	253.631	321.665	253.633
81	321.822	253.683	321.677	253.685
82	321.889	253.816	321.755	253.828
83	321.845	253.751	321.706	253.765
84	321.797	253.705	321.641	253.723
85	321.909	253.697	321.767	253.708
86	321.939	253.591	321.802	253.596
87	322.042	253.604	321.907	253.612
88	322.037	253.585	321.903	253.587
89	322.247	253.743	322.112	253.748
90	322.145	253.666	322.002	253.674
91	322.152	253.753	322.011	253.766
92	322.132	253.517	321.999	253.523
93	322.314	253.471	322.177	253.474
94	322.389	253.429	322.253	253.438
95	322.525	253.372	322.381	253.378
96	322.448	253.370	322.312	253.373
97	322.450	253.345	322.308	253.362
98	322.478	253.410	322.336	253.423
99	322.349	253.407	322.214	253.417
100	322.432	253.505	322.301	253.520
101	322.370	253.500	322.235	253.517
102	322.216	253.632	322.071	253.639
103	322.191	253.695	322.058	253.703
104	322.222	253.652	322.092	253.657
105	322.377	253.649	322.246	253.658
