 	X	Y	XM	YM
1	321.063	254.063	320.747	254.071
2	321.192	254.088	320.882	254.114
3	321.159	254.087	320.853	254.109
4	321.157	254.032	320.839	254.053
5	321.150	254.037	320.837	254.048
6	321.088	254.049	320.781	254.067
7	321.322	254.012	321.013	254.030
8	321.284	254.058	320.976	254.079
9	321.232	254.263	320.926	254.276
10	321.191	254.320	320.880	254.338
11	321.136	254.331	320.833	254.352
12	321.196	254.266	320.894	254.287
13	321.225	254.150	320.929	254.169
14	321.378	254.102	321.076	254.117
15	321.353	254.180	321.052	254.201
16	321.277	254.257	320.974	254.275
17	321.273	254.220	320.973	254.234
18	321.337	254.291	321.028	254.295
19	321.268	254.219	320.968	254.244
20	321.285	254.250	320.982	254.262
21	321.163	254.277	320.860	254.296
22	321.202	254.379	320.899	254.402
23	321.169	254.420	320.871	254.451
24	321.148	254.330	320.851	254.347
25	321.182	254.332	320.876	254.353
26	321.157	254.351	320.844	254.375
27	321.199	254.300	320.894	254.327
28	321.100	254.282	320.804	254.308
29	321.163	254.334	320.856	254.357
30	321.162	254.314	320.864	254.340
31	321.189	254.330	320.885	254.355
32	321.194	254.406	320.892	254.424
33	321.103	254.455	320.796	254.477
34	321.137	254.421	320.835	254.446
35	320.967	254.491	320.676	254.522
36	320.950	254.563	320.642	254.586
37	321.024	254.604	320.723	254.634
38	320.947	254.640	320.649	254.679
39	320.839	254.626	320.539	254.661
40	320.874	254.739	320.561	254.764
41	320.950	254.610	320.645	254.640
42	320.906	254.651	320.603	254.677
43	320.872	254.726	320.577	254.759
44	320.864	254.748	320.565	254.777
45	320.846	254.717	320.543	254.747
46	320.746	254.600	320.452	254.631
47	320.688	254.526	320.389	254.557
48	320.612	254.472	320.318	254.501
49	320.615	254.566	320.329	254.582
50	320.559	254.425	320.260	254.451
51	320.567	254.390	320.274	254.414
52	320.478	254.456	320.184	254.481
53	320.497	254.605	320.205	254.628
54	320.408	254.533	320.119	254.558
55	320.543	254.540	320.245	254.567
56	320.607	254.573	320.320	254.591
57	320.733	254.466	320.438	254.495
58	320.922	254.576	320.627	254.598
59	320.966	254.541	320.673	254.564
60	320.937	254.589	320.646	254.614
61	320.894	254.550	320.606	254.579
62	320.983	254.616	320.695	254.651
63	321.018	254.520	320.717	254.541
64	320.997	254.567	320.697	254.598
65	321.019	254.573	320.721	254.594
66	320.984	254.600	320.691	254.624
67	320.856	254.515	320.562	254.539
68	320.842	254.520	320.536	254.546
69	320.899	254.406	320.596	254.436
70	320.837	254.455	320.526	254.474
71	320.829	254.389	320.523	254.411
72	320.790	254.314	320.489	254.335
73	320.724	254.314	320.419	254.339
74	320.723	254.339	320.420	254.353
75	320.851	254.448	320.556	254.467
76	320.882	254.446	320.578	254.464
77	320.951	254.363	320.638	254.383
78	320.955	254.485	320.648	254.505
79	320.972	254.496	320.665	254.515
80	320.913	254.443	320.613	254.462
81	321.103	254.478	320.797	254.494
82	321.141	254.457	320.849	254.475
83	321.149	254.518	320.853	254.524
84	321.010	254.501	320.719	254.513
85	321.070	254.592	320.779	254.599
86	320.986	254.657	320.683	254.665
87	321.008	254.756	320.712	254.768
88	320.994	254.795	320.691	254.812
89	320.881	254.872	320.586	254.889
90	320.919	254.752	320.618	254.764
91	320.866	254.826	320.563	254.839
92	320.846	254.934	320.552	254.945
93	320.831	254.739	320.527	254.754
94	320.919	254.660	320.613	254.665
95	320.886	254.783	320.578	254.781
96	320.812	254.664	320.501	254.669
97	320.674	254.441	320.367	254.445
98	320.861	254.465	320.553	254.476
99	320.925	254.336	320.622	254.338
100	321.034	254.414	320.730	254.434
101	321.103	254.372	320.794	254.376
102	321.066	254.409	320.760	254.418
103	321.012	254.356	320.707	254.360
104	321.056	254.326	320.751	254.339
105	321.133	254.424	320.832	254.434
106	321.023	254.508	320.716	254.502
107	321.057	254.561	320.748	254.556
108	321.114	254.551	320.805	254.560
109	321.059	254.578	320.763	254.597
110	320.947	254.610	320.641	254.628
111	320.995	254.516	320.679	254.514
112	321.052	254.368	320.742	254.383
113	321.158	254.506	320.842	254.523
114	321.229	254.511	320.924	254.518
115	321.188	254.478	320.883	254.498
116	321.154	254.521	320.856	254.535
117	321.169	254.541	320.874	254.547
118	321.278	254.369	320.971	254.385
119	321.268	254.309	320.956	254.334
120	321.262	254.272	320.960	254.285
121	321.317	254.221	321.009	254.239
122	321.297	254.212	320.990	254.227
123	321.479	254.274	321.170	254.287
124	321.400	254.141	321.093	254.158
125	321.311	254.236	321.001	254.257
126	321.283	254.181	320.989	254.210
127	321.162	254.354	320.855	254.371
128	321.286	254.297	320.975	254.312
129	321.348	254.461	321.034	254.474
130	321.389	254.374	321.068	254.383
131	321.396	254.261	321.085	254.270
