 	X	Y	XM	YM
1	322.661	252.491	322.475	252.496
2	322.534	252.455	322.352	252.468
3	322.304	252.358	322.116	252.365
4	322.294	252.325	322.106	252.335
5	322.262	252.214	322.079	252.221
6	322.333	252.201	322.137	252.198
7	322.322	252.055	322.136	252.058
8	322.343	252.187	322.160	252.194
9	322.221	252.049	322.031	252.051
10	322.294	252.112	322.101	252.119
11	322.189	252.085	321.995	252.096
12	322.192	252.087	322.001	252.095
13	322.112	252.199	321.926	252.199
14	322.103	252.128	321.917	252.140
15	322.274	252.171	322.084	252.179
16	322.186	252.208	321.994	252.211
17	322.274	252.349	322.079	252.352
18	322.184	252.257	321.980	252.264
19	322.072	252.478	321.881	252.482
20	322.074	252.567	321.878	252.570
21	322.073	252.629	321.874	252.641
22	322.028	252.804	321.823	252.796
23	322.020	252.597	321.822	252.596
24	321.979	252.572	321.786	252.564
25	321.996	252.573	321.797	252.565
26	322.160	252.571	321.965	252.568
27	322.200	252.520	322.001	252.519
28	322.162	252.575	321.971	252.570
29	322.159	252.613	321.963	252.603
30	322.029	252.715	321.836	252.717
31	322.074	252.655	321.874	252.643
32	321.997	252.724	321.804	252.718
33	322.037	252.733	321.846	252.728
34	322.078	252.636	321.889	252.624
35	322.159	252.739	321.968	252.731
36	322.277	252.638	322.083	252.631
37	322.318	252.665	322.127	252.670
38	322.291	252.796	322.089	252.798
39	322.316	252.819	322.120	252.813
40	322.123	252.798	321.918	252.801
41	322.074	252.780	321.867	252.781
42	321.943	252.868	321.750	252.867
43	322.213	252.903	322.018	252.896
44	322.030	252.773	321.835	252.771
45	322.022	252.837	321.831	252.830
46	321.973	252.740	321.781	252.747
47	321.865	252.915	321.667	252.908
48	321.931	252.978	321.732	252.983
49	321.685	253.018	321.482	253.024
50	321.778	253.077	321.579	253.083
51	321.709	252.978	321.506	252.969
52	321.619	253.015	321.422	253.017
53	321.677	253.013	321.478	253.011
54	321.844	252.864	321.649	252.859
55	321.744	252.956	321.536	252.960
56	321.766	252.798	321.566	252.795
57	321.782	252.969	321.571	252.971
58	321.875	253.027	321.683	253.020
59	321.731	253.107	321.524	253.101
60	321.977	253.046	321.771	253.039
61	322.079	253.134	321.877	253.134
62	322.079	253.263	321.881	253.254
63	321.990	253.203	321.796	253.195
64	321.947	253.123	321.754	253.114
65	322.023	253.061	321.820	253.057
66	322.111	253.023	321.921	253.018
67	322.205	253.109	322.005	253.106
68	322.238	253.065	322.039	253.053
69	322.274	253.206	322.075	253.201
70	322.231	253.368	322.031	253.365
71	322.251	253.233	322.041	253.232
72	322.137	253.233	321.931	253.221
73	322.134	253.174	321.933	253.169
74	322.179	253.103	321.981	253.092
75	322.399	253.257	322.199	253.259
76	322.342	253.186	322.149	253.186
77	322.308	253.172	322.110	253.176
78	322.286	253.234	322.085	253.232
79	322.244	253.408	322.044	253.407
80	322.179	253.376	321.978	253.381
81	322.211	253.353	322.008	253.348
82	322.118	253.300	321.919	253.297
83	322.245	253.284	322.042	253.284
84	322.267	253.652	322.073	253.656
85	322.318	253.495	322.121	253.492
86	322.388	253.481	322.190	253.477
87	322.447	253.490	322.243	253.477
88	322.382	253.715	322.180	253.716
89	322.328	253.605	322.121	253.602
90	322.436	253.488	322.237	253.487
91	322.467	253.596	322.269	253.592
92	322.420	253.584	322.222	253.586
93	322.447	253.754	322.235	253.745
94	322.509	253.556	322.322	253.548
95	322.531	253.530	322.341	253.533
96	322.572	253.493	322.374	253.496
97	322.674	253.401	322.482	253.403
98	322.552	253.514	322.355	253.511
99	322.548	253.486	322.351	253.485
100	322.427	253.591	322.237	253.590
101	322.361	253.644	322.181	253.636
102	322.448	253.479	322.262	253.467
103	322.540	253.481	322.360	253.473
104	322.342	253.487	322.157	253.485
105	322.256	253.562	322.076	253.560
106	322.347	253.534	322.165	253.530
107	322.264	253.492	322.084	253.492
108	322.229	253.561	322.042	253.561
109	322.269	253.517	322.083	253.512
110	322.376	253.443	322.193	253.445
111	322.420	253.484	322.240	253.484
112	322.341	253.462	322.157	253.456
113	322.309	253.385	322.125	253.392
114	322.302	253.453	322.119	253.443
115	322.150	253.461	321.962	253.461
116	322.216	253.539	322.032	253.527
117	322.240	253.733	322.053	253.735
118	322.380	253.891	322.191	253.888
119	322.237	253.720	322.056	253.717
120	322.321	253.815	322.140	253.819
121	322.310	253.833	322.125	253.830
122	322.414	253.773	322.230	253.773
123	322.395	253.857	322.208	253.862
124	322.418	253.981	322.234	253.974
125	322.616	254.014	322.435	254.003
126	322.692	253.946	322.503	253.943
127	322.696	253.789	322.511	253.784
128	322.897	253.921	322.714	253.915
129	322.897	253.930	322.707	253.923
130	322.793	254.052	322.615	254.051
131	322.626	254.079	322.447	254.071
132	322.482	254.098	322.302	254.094
133	322.521	254.108	322.352	254.106
134	322.516	253.894	322.332	253.889
135	322.603	253.843	322.417	253.843
136	322.482	253.900	322.295	253.901
137	322.548	253.826	322.358	253.811
138	322.718	253.633	322.530	253.633
139	322.712	253.709	322.517	253.705
140	322.727	253.780	322.539	253.774
141	322.698	253.876	322.508	253.876
142	322.630	253.879	322.441	253.870
143	322.690	253.936	322.492	253.936
144	322.529	253.800	322.334	253.792
145	322.538	253.891	322.341	253.876
146	322.576	253.857	322.373	253.841
147	322.657	253.806	322.463	253.801
148	322.560	253.950	322.370	253.946
149	322.511	253.791	322.315	253.775
150	322.523	253.778	322.332	253.772
151	322.622	253.619	322.425	253.608
152	322.636	253.631	322.441	253.623
153	322.570	253.422	322.380	253.410
154	322.673	253.569	322.486	253.560
155	322.778	253.577	322.594	253.565
156	322.854	253.615	322.672	253.615
157	322.818	253.355	322.627	253.349
158	322.771	253.421	322.590	253.415
159	322.677	253.490	322.489	253.492
160	322.593	253.568	322.398	253.568
161	322.645	253.618	322.461	253.616
162	322.598	253.516	322.409	253.521
163	322.539	253.520	322.361	253.531
164	322.563	253.582	322.384	253.584
165	322.634	253.445	322.441	253.455
166	322.695	253.417	322.505	253.427
167	322.495	253.375	322.309	253.381
168	322.673	253.244	322.494	253.248
169	322.632	253.331	322.438	253.339
170	322.737	253.328	322.545	253.337
171	322.642	253.446	322.459	253.455
172	322.859	253.555	322.676	253.553
173	322.973	253.604	322.795	253.607
174	322.926	253.442	322.734	253.443
175	322.706	253.540	322.520	253.548
176	322.757	253.406	322.570	253.406
177	322.700	253.332	322.518	253.335
178	322.723	253.312	322.542	253.309
179	322.689	253.276	322.505	253.283
180	322.341	253.372	322.166	253.375
181	322.583	253.208	322.400	253.208
182	322.477	253.104	322.295	253.115
183	322.421	253.226	322.236	253.231
184	322.324	253.216	322.137	253.226
185	322.349	253.317	322.160	253.325
186	322.302	253.318	322.110	253.319
187	322.221	253.437	322.022	253.437
188	322.093	253.455	321.899	253.463
189	321.990	253.425	321.795	253.424
190	322.122	253.459	321.938	253.454
191	321.908	253.285	321.717	253.275
192	321.952	253.339	321.766	253.335
193	321.921	253.190	321.738	253.193
194	321.919	253.279	321.733	253.283
195	321.865	253.251	321.683	253.254
196	321.874	253.312	321.694	253.302
197	321.906	253.427	321.725	253.432
198	322.107	253.239	321.922	253.228
199	322.110	253.257	321.922	253.248
200	322.100	253.155	321.912	253.157
201	322.244	253.270	322.047	253.268
202	322.251	253.233	322.057	253.233
203	322.028	253.086	321.834	253.085
204	321.913	253.174	321.729	253.176
205	321.814	253.149	321.626	253.148
206	321.680	252.821	321.483	252.820
207	321.580	252.783	321.390	252.771
208	321.655	252.808	321.457	252.811
209	321.631	252.646	321.441	252.651
210	321.618	252.662	321.416	252.666
211	321.736	252.789	321.538	252.789
212	321.723	252.837	321.531	252.842
213	321.829	252.890	321.634	252.893
214	321.800	252.995	321.601	252.995
215	321.790	253.063	321.595	253.058
216	321.754	253.031	321.566	253.023
217	321.690	253.090	321.499	253.080
218	321.741	253.185	321.542	253.183
219	321.815	253.070	321.620	253.069
220	321.827	253.166	321.636	253.161
221	321.831	253.181	321.643	253.176
222	321.801	253.174	321.609	253.177
223	321.842	253.158	321.646	253.164
224	321.850	253.041	321.659	253.034
225	321.803	253.119	321.614	253.109
226	321.760	253.099	321.567	253.111
227	321.783	252.935	321.591	252.937
228	321.851	252.886	321.663	252.885
229	321.931	252.754	321.734	252.748
230	321.834	252.772	321.638	252.766
231	321.912	252.752	321.726	252.747
232	321.900	252.667	321.715	252.661
233	321.978	252.768	321.795	252.766
234	322.013	252.821	321.824	252.819
235	322.071	252.844	321.878	252.851
236	322.188	252.751	322.004	252.749
237	322.420	252.854	322.232	252.857
238	322.170	252.895	321.984	252.895
