 	X	Y	XM	YM
1	321.457	253.452	321.184	253.461
2	321.670	253.672	321.390	253.683
3	321.688	253.597	321.402	253.615
4	321.587	253.527	321.308	253.553
5	321.707	253.522	321.427	253.535
6	321.699	253.532	321.424	253.549
7	321.667	253.659	321.379	253.676
8	321.594	253.830	321.304	253.843
9	321.579	253.811	321.296	253.832
10	321.596	253.916	321.312	253.934
11	321.625	253.868	321.340	253.878
12	321.466	253.901	321.186	253.917
13	321.459	253.886	321.185	253.903
14	321.393	253.870	321.109	253.896
15	321.356	253.874	321.070	253.894
16	321.380	253.791	321.099	253.817
17	321.395	253.895	321.108	253.917
18	321.450	253.913	321.169	253.939
19	321.395	253.971	321.119	254.000
20	321.493	253.977	321.222	254.004
21	321.462	253.919	321.180	253.944
22	321.537	253.999	321.259	254.025
23	321.442	254.145	321.160	254.176
24	321.376	254.038	321.104	254.060
25	321.410	254.128	321.145	254.150
26	321.330	254.238	321.057	254.255
27	321.322	254.347	321.040	254.364
28	321.259	254.353	320.986	254.375
29	321.377	254.329	321.104	254.353
30	321.439	254.339	321.165	254.363
31	321.511	254.364	321.230	254.385
32	321.454	254.370	321.189	254.398
33	321.492	254.430	321.221	254.452
34	321.565	254.314	321.291	254.339
35	321.512	254.394	321.228	254.414
36	321.593	254.300	321.313	254.331
37	321.628	254.250	321.359	254.274
38	321.644	254.206	321.366	254.227
39	321.737	254.014	321.456	254.036
40	321.779	253.919	321.502	253.948
41	321.815	253.753	321.536	253.785
42	321.725	253.705	321.446	253.726
43	321.715	253.711	321.437	253.735
44	321.781	253.699	321.503	253.725
45	321.747	253.628	321.470	253.667
46	321.659	253.465	321.386	253.495
47	321.575	253.300	321.291	253.324
48	321.720	253.351	321.441	253.393
49	321.700	253.484	321.416	253.523
50	321.651	253.576	321.361	253.613
51	321.537	253.690	321.250	253.728
52	321.544	253.745	321.255	253.774
53	321.554	253.666	321.264	253.705
54	321.648	253.725	321.364	253.763
55	321.675	253.757	321.385	253.783
56	321.599	253.741	321.301	253.774
57	321.741	253.618	321.450	253.658
58	321.759	253.560	321.470	253.586
59	321.739	253.658	321.447	253.698
60	321.598	253.651	321.314	253.689
61	321.595	253.425	321.302	253.460
62	321.497	253.541	321.216	253.575
63	321.512	253.570	321.219	253.614
64	321.581	253.618	321.286	253.661
65	321.552	253.649	321.259	253.689
66	321.542	253.640	321.251	253.681
67	321.623	253.600	321.333	253.634
68	321.684	253.418	321.397	253.458
69	321.618	253.369	321.328	253.410
70	321.546	253.388	321.243	253.426
71	321.487	253.331	321.194	253.370
72	321.563	253.401	321.274	253.441
73	321.382	253.316	321.081	253.355
74	321.415	253.395	321.126	253.435
75	321.353	253.512	321.068	253.553
76	321.342	253.553	321.053	253.603
77	321.409	253.528	321.118	253.566
78	321.301	253.611	321.001	253.652
79	321.334	253.726	321.044	253.776
80	321.286	253.755	321.004	253.799
81	321.230	253.830	320.932	253.868
82	321.291	253.885	320.994	253.929
83	321.113	253.898	320.820	253.946
84	321.128	253.853	320.836	253.895
85	321.181	253.913	320.893	253.957
86	321.196	253.837	320.904	253.884
87	321.297	253.870	321.010	253.917
88	321.360	253.886	321.066	253.937
89	321.279	253.651	320.992	253.703
90	321.322	253.714	321.033	253.761
91	321.270	253.787	320.989	253.842
92	321.264	253.780	320.972	253.833
93	321.267	253.724	320.972	253.790
94	321.268	253.579	320.983	253.637
95	321.320	253.724	321.031	253.776
96	321.483	253.730	321.186	253.780
97	321.387	253.676	321.090	253.732
98	321.403	253.793	321.113	253.842
99	321.234	253.804	320.935	253.860
100	321.229	253.804	320.929	253.852
101	321.296	253.705	320.999	253.761
102	321.207	253.699	320.919	253.755
103	321.074	253.644	320.785	253.699
104	321.018	253.634	320.721	253.687
105	320.952	253.785	320.662	253.828
106	320.983	253.787	320.687	253.841
107	320.910	253.855	320.615	253.906
108	320.906	253.866	320.614	253.910
109	321.035	253.914	320.733	253.962
110	321.055	253.930	320.762	253.977
111	320.944	253.837	320.646	253.881
112	320.894	253.880	320.592	253.935
113	320.919	253.830	320.625	253.876
114	321.068	253.852	320.773	253.907
115	321.088	253.836	320.797	253.883
116	321.077	253.842	320.790	253.890
117	321.165	253.841	320.871	253.890
118	321.104	253.813	320.810	253.863
119	321.108	253.699	320.818	253.747
120	321.176	253.776	320.885	253.821
121	321.174	253.791	320.881	253.834
122	321.250	253.922	320.960	253.963
123	321.193	254.043	320.894	254.088
124	321.177	254.050	320.878	254.091
125	321.171	254.018	320.882	254.049
126	321.117	254.022	320.826	254.063
127	321.233	254.043	320.931	254.074
128	321.282	254.123	320.989	254.151
129	321.269	254.089	320.962	254.114
130	321.388	254.055	321.095	254.089
131	321.319	253.952	321.023	253.984
132	321.363	253.963	321.075	253.990
133	321.296	253.846	321.005	253.877
134	321.263	253.843	320.973	253.868
135	321.198	253.789	320.907	253.821
136	321.162	253.800	320.870	253.832
137	321.222	253.697	320.932	253.730
138	321.224	253.744	320.937	253.768
139	321.270	253.754	320.983	253.776
140	321.335	253.600	321.040	253.631
141	321.479	253.630	321.198	253.658
142	321.440	253.688	321.153	253.712
143	321.346	253.687	321.065	253.717
144	321.303	253.750	321.021	253.782
145	321.428	253.806	321.138	253.836
146	321.448	253.794	321.166	253.828
147	321.471	253.901	321.186	253.930
148	321.366	253.962	321.080	253.993
149	321.543	253.904	321.257	253.945
150	321.474	253.985	321.177	254.012
151	321.471	253.952	321.187	253.989
152	321.555	253.977	321.269	254.008
153	321.391	253.903	321.097	253.931
154	321.551	253.833	321.264	253.860
155	321.562	253.844	321.273	253.858
156	321.703	253.908	321.414	253.935
157	321.648	253.819	321.365	253.844
158	321.631	253.781	321.341	253.801
159	321.507	253.794	321.222	253.816
160	321.525	253.806	321.240	253.830
161	321.661	253.778	321.370	253.801
162	321.636	253.780	321.352	253.807
163	321.613	253.676	321.330	253.701
164	321.541	253.681	321.248	253.709
165	321.597	253.763	321.310	253.785
166	321.670	253.876	321.390	253.899
167	321.809	253.906	321.525	253.932
168	321.761	253.833	321.478	253.854
169	321.733	253.884	321.441	253.903
170	321.932	253.860	321.633	253.890
171	321.915	253.905	321.630	253.942
172	321.869	253.786	321.582	253.816
173	321.826	253.839	321.543	253.875
174	321.795	253.803	321.504	253.831
175	321.917	253.784	321.629	253.808
176	321.902	253.783	321.614	253.807
177	321.963	253.745	321.672	253.777
178	322.052	253.780	321.768	253.807
179	322.064	253.863	321.783	253.891
180	322.034	253.771	321.748	253.800
181	322.032	253.873	321.739	253.896
182	322.102	253.963	321.808	253.982
183	322.202	253.814	321.915	253.839
184	322.308	253.800	322.019	253.829
185	322.249	253.640	321.960	253.665
186	322.303	253.577	322.016	253.599
187	322.234	253.667	321.948	253.697
188	322.234	253.693	321.951	253.711
189	322.168	253.554	321.883	253.566
190	322.097	253.566	321.803	253.586
191	322.029	253.453	321.747	253.470
192	321.936	253.504	321.654	253.514
193	321.982	253.483	321.700	253.500
194	321.876	253.607	321.591	253.627
195	321.892	253.708	321.604	253.724
196	321.915	253.797	321.628	253.809
197	321.738	253.854	321.455	253.860
198	321.862	253.689	321.574	253.699
199	321.836	253.730	321.554	253.742
200	321.895	253.728	321.609	253.738
201	321.847	253.717	321.562	253.729
202	321.793	253.712	321.508	253.725
203	321.862	253.778	321.574	253.791
204	321.909	253.701	321.617	253.716
205	321.814	253.842	321.533	253.863
206	321.732	253.867	321.442	253.884
207	321.689	253.893	321.412	253.912
208	321.830	253.883	321.548	253.903
209	321.736	254.001	321.450	254.015
210	321.684	254.009	321.391	254.025
211	321.759	254.034	321.477	254.052
212	321.795	253.911	321.515	253.922
213	321.862	253.894	321.570	253.907
214	321.735	253.828	321.448	253.847
215	321.768	253.790	321.492	253.799
216	321.757	253.826	321.482	253.851
217	321.780	253.826	321.502	253.854
218	321.733	253.832	321.454	253.856
219	321.775	253.851	321.491	253.879
220	321.795	253.895	321.505	253.918
221	321.770	253.956	321.490	253.973
222	321.700	254.066	321.415	254.089
223	321.732	254.125	321.449	254.148
224	321.700	254.150	321.415	254.158
225	321.772	254.316	321.491	254.345
226	321.736	254.203	321.448	254.226
227	321.769	254.274	321.486	254.293
228	321.807	254.267	321.533	254.290
229	321.790	254.273	321.511	254.293
230	321.652	254.447	321.367	254.467
231	321.619	254.443	321.340	254.465
232	321.770	254.480	321.497	254.504
233	321.841	254.356	321.552	254.378
234	321.830	254.352	321.560	254.372
235	321.864	254.331	321.586	254.342
236	321.805	254.376	321.526	254.388
237	321.958	254.317	321.671	254.342
238	321.895	254.406	321.605	254.435
239	321.788	254.372	321.510	254.388
240	321.887	254.162	321.601	254.185
241	321.867	254.117	321.583	254.133
242	321.909	254.150	321.624	254.170
243	321.965	254.061	321.675	254.084
244	322.015	254.089	321.734	254.105
245	322.067	254.092	321.789	254.117
246	322.122	254.197	321.843	254.209
247	322.114	254.304	321.835	254.326
248	322.152	254.352	321.875	254.364
249	322.118	254.497	321.834	254.514
250	322.189	254.589	321.913	254.608
251	322.233	254.574	321.952	254.597
252	322.107	254.635	321.824	254.657
253	322.265	254.640	321.990	254.663
254	322.153	254.567	321.860	254.591
255	322.139	254.657	321.847	254.667
256	322.191	254.573	321.914	254.589
257	322.124	254.523	321.848	254.542
258	322.085	254.569	321.807	254.583
259	322.146	254.555	321.867	254.565
260	322.110	254.438	321.829	254.456
261	322.141	254.329	321.865	254.341
262	322.093	254.308	321.807	254.313
263	322.058	254.252	321.772	254.264
264	321.956	254.237	321.672	254.249
265	321.992	254.377	321.714	254.388
266	322.092	254.277	321.811	254.292
267	322.172	254.240	321.888	254.259
268	321.984	254.251	321.697	254.260
269	322.069	254.245	321.782	254.256
270	322.155	254.210	321.874	254.214
271	322.010	254.297	321.728	254.303
272	322.035	254.452	321.756	254.456
273	322.124	254.565	321.840	254.584
274	322.067	254.629	321.787	254.646
275	322.098	254.659	321.823	254.668
276	322.078	254.662	321.798	254.678
277	322.011	254.718	321.726	254.735
278	322.126	254.808	321.852	254.835
279	322.053	254.855	321.772	254.865
280	321.986	254.826	321.705	254.846
281	321.880	254.647	321.590	254.666
282	321.885	254.615	321.607	254.631
283	321.808	254.621	321.514	254.637
284	321.915	254.518	321.625	254.530
285	321.854	254.440	321.564	254.457
286	321.838	254.311	321.549	254.321
287	321.755	254.235	321.472	254.253
288	321.701	254.126	321.413	254.141
289	321.648	254.146	321.365	254.166
290	321.763	254.098	321.478	254.116
291	321.697	253.876	321.412	253.895
292	321.756	253.931	321.473	253.947
293	321.733	253.858	321.454	253.871
294	321.698	253.871	321.416	253.894
295	321.763	253.961	321.478	253.978
296	321.829	253.858	321.547	253.875
297	321.736	254.090	321.450	254.101
298	321.842	254.087	321.557	254.106
299	321.867	254.168	321.589	254.180
300	321.870	254.127	321.584	254.134
301	321.895	254.130	321.618	254.142
302	321.887	254.327	321.612	254.339
303	322.024	254.222	321.743	254.237
304	322.021	254.379	321.742	254.398
305	322.130	254.355	321.851	254.372
306	322.050	254.358	321.768	254.373
307	322.139	254.372	321.859	254.387
308	322.204	254.458	321.928	254.480
309	322.259	254.431	321.984	254.451
310	322.344	254.590	322.064	254.601
311	322.408	254.419	322.131	254.440
312	322.200	254.433	321.922	254.451
313	322.311	254.389	322.028	254.405
314	322.304	254.335	322.017	254.358
315	322.172	254.313	321.884	254.342
316	322.207	254.324	321.926	254.360
317	322.217	254.338	321.932	254.363
318	322.158	254.496	321.865	254.528
319	322.152	254.531	321.873	254.557
320	322.088	254.612	321.795	254.634
321	322.156	254.645	321.870	254.671
322	322.097	254.784	321.810	254.812
323	321.937	254.820	321.652	254.849
324	321.946	254.853	321.661	254.876
325	321.993	254.904	321.711	254.933
326	322.227	254.965	321.944	254.980
327	322.238	255.019	321.940	255.050
328	322.290	255.001	322.000	255.025
329	322.242	254.992	321.961	255.016
330	322.380	254.996	322.100	255.018
331	322.339	255.004	322.063	255.014
332	322.256	255.020	321.971	255.042
333	322.405	255.013	322.118	255.031
334	322.491	254.948	322.213	254.963
335	322.446	255.025	322.165	255.032
336	322.478	254.945	322.195	254.958
337	322.422	254.897	322.142	254.913
338	322.426	254.916	322.148	254.929
339	322.492	254.874	322.202	254.894
340	322.427	254.914	322.134	254.928
341	322.429	254.962	322.144	254.974
342	322.472	254.975	322.188	254.987
343	322.476	254.891	322.190	254.907
344	322.384	254.851	322.098	254.866
345	322.445	254.731	322.150	254.745
346	322.409	254.681	322.118	254.697
347	322.436	254.660	322.144	254.675
348	322.378	254.704	322.088	254.715
349	322.337	254.477	322.055	254.489
350	322.215	254.546	321.936	254.554
351	322.243	254.477	321.953	254.479
352	322.195	254.469	321.920	254.472
353	322.262	254.342	321.975	254.352
354	322.315	254.380	322.027	254.392
355	322.337	254.343	322.050	254.348
356	322.279	254.413	321.987	254.422
357	322.124	254.435	321.839	254.449
358	322.163	254.370	321.880	254.371
359	322.139	254.582	321.839	254.590
360	322.216	254.636	321.926	254.640
361	322.271	254.708	321.989	254.719
362	322.157	254.650	321.874	254.660
363	322.041	254.640	321.760	254.643
364	322.090	254.514	321.802	254.516
365	322.100	254.514	321.823	254.520
366	322.185	254.419	321.902	254.429
367	322.032	254.343	321.759	254.350
368	322.033	254.313	321.758	254.317
369	321.977	254.353	321.686	254.364
370	321.981	254.216	321.696	254.216
371	321.847	254.273	321.562	254.295
372	321.872	254.282	321.584	254.289
373	321.875	254.249	321.592	254.255
374	321.905	254.162	321.610	254.166
375	321.834	254.168	321.544	254.175
376	321.797	254.145	321.507	254.156
377	321.806	254.187	321.515	254.205
378	321.725	254.158	321.427	254.164
379	321.844	254.235	321.551	254.246
380	321.861	254.071	321.577	254.083
381	321.911	254.306	321.621	254.318
382	321.902	254.250	321.615	254.270
383	321.855	254.297	321.573	254.308
384	321.787	254.262	321.499	254.275
385	321.616	254.296	321.329	254.306
386	321.642	254.182	321.347	254.186
387	321.464	254.101	321.182	254.119
388	321.507	254.146	321.226	254.160
389	321.461	254.124	321.168	254.134
390	321.519	254.221	321.231	254.220
391	321.609	254.152	321.320	254.160
392	321.667	254.096	321.385	254.098
393	321.660	253.873	321.369	253.880
394	321.527	253.904	321.235	253.903
395	321.631	253.858	321.345	253.860
396	321.843	253.805	321.563	253.809
397	321.921	254.016	321.634	254.020
398	321.850	253.868	321.562	253.866
399	321.941	253.894	321.656	253.891
400	321.922	253.954	321.643	253.952
401	321.880	253.974	321.587	253.972
402	321.827	254.016	321.546	254.016
403	321.871	254.088	321.585	254.088
404	321.934	254.029	321.640	254.036
405	321.875	254.075	321.584	254.073
406	321.860	254.149	321.578	254.145
407	321.834	254.197	321.553	254.196
408	321.787	254.339	321.497	254.340
409	321.788	254.321	321.506	254.321
410	321.740	254.328	321.454	254.318
411	321.644	254.368	321.361	254.359
412	321.579	254.370	321.291	254.371
413	321.610	254.269	321.328	254.273
414	321.699	254.295	321.419	254.294
415	321.645	254.199	321.368	254.194
416	321.674	254.173	321.395	254.174
417	321.691	254.087	321.411	254.094
418	321.676	253.948	321.394	253.950
419	321.636	254.010	321.356	254.012
420	321.624	253.976	321.341	253.978
421	321.664	253.948	321.374	253.958
422	321.696	253.860	321.404	253.863
423	321.780	253.969	321.493	253.977
424	321.827	253.975	321.540	253.975
425	321.797	254.049	321.509	254.053
426	321.820	253.932	321.533	253.942
427	321.899	253.992	321.617	254.000
428	321.829	254.140	321.534	254.152
429	321.927	254.158	321.638	254.163
430	321.946	254.129	321.661	254.144
431	321.987	254.162	321.704	254.159
