 	X	Y	XM	YM
1	321.767	254.781	321.642	254.733
2	321.693	254.715	321.564	254.664
3	321.656	254.735	321.528	254.688
4	321.558	254.428	321.434	254.379
5	321.534	254.395	321.418	254.341
6	321.659	254.358	321.540	254.310
7	321.621	254.360	321.496	254.309
8	321.553	254.342	321.432	254.292
9	321.554	254.470	321.433	254.428
10	321.593	254.406	321.471	254.366
11	321.598	254.384	321.475	254.336
12	321.596	254.435	321.467	254.381
13	321.582	254.561	321.461	254.512
14	321.777	254.665	321.660	254.605
15	321.795	254.656	321.673	254.597
16	321.696	254.837	321.571	254.778
17	321.646	254.773	321.529	254.722
18	321.718	254.848	321.586	254.795
19	321.659	254.804	321.537	254.751
20	321.777	254.756	321.652	254.696
21	321.878	254.809	321.763	254.761
22	321.907	254.620	321.784	254.577
23	321.934	254.533	321.803	254.488
24	321.963	254.404	321.839	254.359
25	322.015	254.434	321.899	254.386
26	322.010	254.534	321.891	254.482
27	321.943	254.400	321.828	254.344
28	321.814	254.376	321.692	254.322
29	321.854	254.352	321.735	254.292
30	321.742	254.376	321.613	254.332
31	321.767	254.350	321.650	254.293
32	321.793	254.385	321.660	254.330
33	321.921	254.510	321.806	254.454
34	321.906	254.515	321.788	254.458
35	322.026	254.536	321.908	254.480
36	322.055	254.555	321.937	254.499
37	322.141	254.545	322.021	254.490
38	322.228	254.536	322.110	254.473
39	322.175	254.637	322.061	254.574
40	322.410	254.777	322.295	254.698
41	322.401	254.768	322.273	254.710
42	322.437	254.677	322.323	254.622
43	322.518	254.615	322.398	254.559
44	322.463	254.519	322.350	254.461
45	322.556	254.480	322.453	254.415
46	322.482	254.354	322.371	254.289
47	322.481	254.390	322.370	254.330
48	322.632	254.278	322.514	254.208
49	322.658	254.253	322.544	254.177
50	322.563	254.057	322.451	253.991
51	322.730	254.110	322.617	254.044
52	322.831	254.106	322.720	254.034
53	322.836	254.106	322.732	254.042
54	322.733	253.993	322.627	253.926
55	322.758	253.982	322.640	253.904
56	322.766	253.937	322.657	253.868
57	323.002	253.832	322.888	253.759
58	322.990	253.797	322.891	253.732
59	322.757	253.765	322.649	253.703
60	322.762	253.716	322.648	253.643
61	322.849	253.675	322.738	253.612
62	322.923	253.601	322.808	253.530
63	322.849	253.609	322.744	253.553
64	322.819	253.522	322.702	253.458
65	322.820	253.402	322.711	253.335
66	322.753	253.562	322.635	253.496
67	322.830	253.438	322.715	253.378
68	322.853	253.592	322.737	253.532
69	322.865	253.645	322.743	253.580
70	322.817	253.781	322.705	253.717
71	322.742	253.658	322.624	253.592
72	322.700	253.747	322.582	253.682
73	322.614	253.725	322.493	253.667
74	322.565	253.725	322.441	253.673
75	322.626	253.535	322.509	253.475
76	322.668	253.549	322.551	253.491
77	322.602	253.521	322.489	253.451
78	322.694	253.609	322.573	253.555
79	322.708	253.620	322.586	253.554
80	322.822	253.721	322.698	253.664
81	322.851	253.641	322.728	253.574
82	323.041	253.724	322.926	253.666
83	322.918	253.832	322.799	253.776
84	323.033	253.885	322.917	253.822
85	322.999	253.997	322.888	253.935
86	323.127	254.089	323.008	254.028
87	323.023	254.002	322.909	253.946
88	322.963	254.117	322.849	254.061
89	323.017	254.092	322.904	254.037
90	322.955	254.077	322.833	254.014
91	322.922	254.042	322.806	253.989
92	322.989	254.078	322.869	254.020
93	322.965	254.034	322.847	253.987
94	322.913	254.140	322.786	254.081
95	322.841	254.099	322.719	254.044
96	322.935	253.928	322.816	253.868
97	323.073	253.920	322.949	253.866
98	322.980	253.654	322.855	253.593
99	323.094	253.639	322.967	253.584
100	322.939	253.607	322.814	253.546
101	323.000	253.418	322.878	253.365
102	323.033	253.286	322.914	253.238
103	323.029	253.313	322.910	253.266
104	323.000	253.365	322.878	253.322
105	322.914	253.299	322.795	253.246
106	322.775	253.312	322.658	253.271
107	322.802	253.229	322.683	253.178
108	322.706	253.233	322.583	253.187
109	322.734	253.139	322.619	253.090
110	322.715	253.045	322.596	252.995
111	322.881	253.040	322.752	252.984
112	322.875	253.222	322.753	253.172
113	322.744	253.378	322.619	253.322
114	322.586	253.352	322.462	253.296
115	322.660	253.419	322.538	253.373
116	322.565	253.490	322.436	253.441
117	322.526	253.549	322.408	253.500
118	322.392	253.643	322.266	253.604
119	322.497	253.670	322.382	253.619
120	322.411	253.682	322.286	253.639
121	322.350	253.531	322.232	253.477
122	322.388	253.454	322.259	253.393
123	322.396	253.320	322.269	253.279
124	322.353	253.403	322.237	253.359
125	322.187	253.312	322.062	253.259
126	322.141	253.346	322.019	253.295
127	321.991	253.232	321.877	253.184
128	321.955	253.050	321.834	253.008
129	321.894	252.991	321.780	252.938
130	321.810	253.210	321.686	253.162
131	321.664	253.298	321.546	253.257
132	321.767	253.186	321.647	253.140
133	321.746	253.128	321.621	253.089
134	321.735	253.170	321.604	253.130
