 	X	Y	XM	YM
1	320.531	253.765	320.232	253.808
2	320.577	253.791	320.280	253.827
3	320.486	253.933	320.194	253.971
4	320.534	253.867	320.243	253.892
5	320.433	253.949	320.143	253.979
6	320.432	253.931	320.138	253.963
7	320.527	253.819	320.233	253.863
8	320.614	253.808	320.318	253.843
9	320.516	253.718	320.235	253.765
10	320.565	253.762	320.268	253.796
11	320.553	253.653	320.260	253.691
12	320.624	253.748	320.328	253.789
13	320.673	253.755	320.382	253.797
14	320.606	253.795	320.310	253.828
15	320.651	253.780	320.362	253.824
16	320.514	253.608	320.221	253.642
17	320.480	253.680	320.191	253.721
18	320.490	253.706	320.200	253.737
19	320.455	253.643	320.161	253.682
20	320.368	253.541	320.072	253.578
21	320.515	253.661	320.220	253.698
22	320.578	253.668	320.282	253.706
23	320.559	253.695	320.266	253.729
24	320.527	253.735	320.229	253.764
25	320.437	253.773	320.140	253.802
26	320.415	253.869	320.117	253.900
27	320.290	253.736	319.999	253.769
28	320.249	253.816	319.944	253.841
29	320.241	253.811	319.943	253.838
30	320.238	253.886	319.936	253.913
31	320.247	253.870	319.952	253.895
32	320.258	253.850	319.960	253.884
33	320.247	253.862	319.953	253.898
34	320.307	253.878	320.003	253.905
35	320.353	253.964	320.046	254.001
36	320.361	254.040	320.048	254.079
37	320.421	254.140	320.116	254.184
38	320.421	254.097	320.114	254.143
39	320.325	254.069	320.033	254.109
40	320.230	254.028	319.929	254.067
41	320.378	254.087	320.076	254.118
42	320.259	253.952	319.968	253.998
43	320.343	254.019	320.036	254.057
44	320.330	253.972	320.021	254.003
45	320.482	254.171	320.175	254.207
46	320.464	254.178	320.160	254.220
47	320.474	254.242	320.176	254.282
48	320.575	254.379	320.275	254.421
49	320.604	254.584	320.303	254.622
50	320.644	254.714	320.341	254.747
51	320.606	254.709	320.303	254.746
52	320.542	254.821	320.232	254.859
53	320.522	254.838	320.215	254.876
54	320.534	254.830	320.228	254.854
55	320.559	254.764	320.248	254.797
56	320.553	254.818	320.236	254.848
57	320.661	254.717	320.356	254.754
58	320.651	254.807	320.345	254.843
59	320.770	254.823	320.467	254.852
60	320.820	254.706	320.513	254.746
61	320.786	254.604	320.482	254.636
62	320.725	254.536	320.416	254.562
63	320.685	254.497	320.377	254.530
64	320.766	254.533	320.456	254.563
65	320.633	254.515	320.320	254.544
66	320.632	254.552	320.335	254.586
67	320.525	254.581	320.228	254.612
68	320.574	254.692	320.276	254.721
69	320.542	254.742	320.233	254.771
70	320.567	254.780	320.261	254.806
71	320.573	254.642	320.272	254.659
72	320.506	254.729	320.207	254.744
73	320.625	254.732	320.331	254.750
74	320.523	254.853	320.220	254.875
75	320.494	254.986	320.199	255.006
76	320.556	255.000	320.247	255.029
77	320.578	255.068	320.268	255.086
78	320.548	255.023	320.244	255.045
79	320.542	255.027	320.238	255.049
80	320.480	255.023	320.170	255.044
