 	X	Y	XM	YM
1	320.353	256.105	319.825	256.068
2	320.324	256.124	319.796	256.083
3	320.328	256.202	319.804	256.158
4	320.276	256.201	319.751	256.164
5	320.375	256.234	319.852	256.197
6	320.359	256.234	319.842	256.198
7	320.460	256.218	319.936	256.183
8	320.388	256.251	319.857	256.213
9	320.390	256.208	319.862	256.167
10	320.456	256.144	319.935	256.105
11	320.407	256.107	319.875	256.061
12	320.436	256.127	319.914	256.082
13	320.432	256.156	319.912	256.113
14	320.492	256.206	319.961	256.160
15	320.462	256.239	319.932	256.200
16	320.421	256.275	319.886	256.244
17	320.529	256.246	320.005	256.213
18	320.539	256.095	320.004	256.057
19	320.637	256.121	320.108	256.086
20	320.622	256.046	320.085	256.024
21	320.725	256.073	320.198	256.049
22	320.705	256.016	320.173	255.977
23	320.741	255.982	320.203	255.944
24	320.735	255.994	320.208	255.964
25	320.806	255.965	320.262	255.933
26	320.765	255.922	320.235	255.883
27	320.731	255.969	320.194	255.948
28	320.737	255.889	320.214	255.853
29	320.752	255.926	320.222	255.889
30	320.719	255.938	320.197	255.909
31	320.838	256.019	320.331	255.990
32	320.841	256.016	320.313	255.980
33	320.879	256.061	320.356	256.027
34	320.941	256.022	320.418	255.992
35	320.922	256.054	320.388	256.025
36	320.912	255.970	320.376	255.943
37	320.809	255.949	320.290	255.920
38	320.832	255.935	320.302	255.903
39	320.913	255.870	320.382	255.835
40	320.946	255.812	320.423	255.781
41	320.895	255.753	320.368	255.710
42	320.922	255.692	320.397	255.658
43	321.012	255.669	320.485	255.642
44	320.981	255.719	320.450	255.686
45	320.916	255.752	320.388	255.731
46	320.943	255.705	320.418	255.678
47	320.965	255.661	320.438	255.630
48	320.975	255.657	320.451	255.617
49	320.997	255.726	320.467	255.694
50	320.955	255.712	320.431	255.677
51	321.030	255.687	320.506	255.653
52	321.027	255.630	320.508	255.598
53	321.015	255.670	320.484	255.636
54	320.904	255.714	320.380	255.686
55	320.950	255.789	320.425	255.764
56	320.948	255.725	320.413	255.693
