63	94
63	95
62	93
62	93
64	95
63	93
63	94
63	93
62	94
62	94
64	94
63	94
63	94
62	94
63	94
63	94
63	93
62	94
63	93
64	93
62	94
62	94
63	93
63	94
64	95
63	94
62	95
63	94
64	95
63	95
64	95
63	95
64	94
63	95
64	92
63	95
63	95
65	94
63	94
62	93
63	94
63	92
62	95
63	95
62	95
62	95
63	94
62	94
63	95
62	95
62	94
63	93
63	95
63	93
63	94
63	94
63	93
63	94
63	94
62	92
63	95
63	94
62	94
63	93
62	95
63	94
63	94
63	95
63	94
62	93
63	94
63	94
63	94
63	94
62	93
63	93
63	94
63	93
63	94
63	94
63	94
63	94
63	95
63	94
63	92
62	94
63	93
63	93
63	94
63	95
63	94
63	94
63	94
63	94
62	94
62	93
63	93
62	94
63	94
61	93
63	94
64	93
62	93
63	95
63	94
63	94
64	94
63	93
64	92
63	95
63	94
64	93
62	95
63	94
62	94
63	94
61	93
63	94
63	94
63	94
63	94
61	92
62	93
62	94
63	94
63	94
61	95
62	93
63	95
62	94
63	94
63	94
63	94
63	94
62	94
62	94
63	93
63	92
63	93
64	92
63	94
62	94
63	95
63	94
63	95
64	93
63	94
63	95
64	94
63	93
63	94
63	93
63	93
63	94
62	94
63	94
64	95
64	95
63	94
63	93
63	95
63	94
64	95
63	94
62	94
63	95
63	93
64	94
63	93
62	94
62	93
64	93
62	94
63	93
62	95
62	95
61	93
63	92
63	93
62	94
62	94
63	95
62	94
63	93
62	93
63	94
62	94
63	95
63	94
63	94
62	94
63	95
63	94
63	93
62	93
62	94
61	94
62	94
62	94
61	92
63	94
63	93
63	93
63	93
63	94
62	95
63	94
63	93
63	95
63	93
62	94
62	94
63	94
64	95
63	94
62	94
63	94
62	92
63	94
62	92
63	92
63	94
63	93
63	94
61	92
61	94
62	94
61	93
62	94
61	94
61	92
63	94
62	93
62	93
61	92
62	92
61	93
62	94
61	93
63	93
64	94
63	94
62	94
61	94
63	92
63	92
62	94
62	93
62	92
62	92
63	94
61	94
61	92
63	93
62	92
61	94
63	94
61	92
63	94
62	93
63	93
63	92
63	94
62	93
62	93
62	94
63	94
62	92
62	93
62	94
63	93
62	94
63	94
61	93
63	92
62	94
62	94
63	95
63	94
62	93
63	95
61	94
61	94
62	94
62	94
63	93
62	92
62	94
62	93
61	94
62	93
63	92
62	92
63	93
62	94
63	93
63	94
62	93
63	94
63	94
62	95
63	95
63	92
63	94
62	94
63	94
62	93
63	94
63	92
63	93
63	94
62	94
63	94
63	94
63	95
62	94
63	92
62	94
63	93
63	94
63	92
62	93
62	93
63	94
62	94
63	94
64	94
63	93
62	95
61	94
61	94
62	92
62	94
63	93
63	94
62	94
62	94
63	92
62	94
62	95
64	93
62	93
62	92
62	94
62	93
62	93
63	92
62	94
62	94
62	94
62	94
62	94
62	93
63	94
62	94
63	92
61	93
62	93
62	93
62	93
63	91
62	93
62	92
62	93
61	93
62	93
62	94
62	94
62	92
63	94
63	93
61	92
63	92
63	93
62	93
